id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,link,is_intimate_wear
27284,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Mother Earth Women Dark Brown Kurta,https://assets.myntassets.com/v1/images/style/properties/cf5d17a1ea049fde4d93c31d7a5d3249_images.jpg,FALSE
12163,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2011,Ethnic,Aurelia Women Solid Purple Leggings,https://assets.myntassets.com/v1/images/style/properties/8c29f66ec78e78081504b6ad73e6af8b_images.jpg,FALSE
3534,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Women's I Want You Black T-shirt,https://assets.myntassets.com/v1/images/style/properties/2a09216723dc52a345f4b19213147e0d_images.jpg,FALSE
11382,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Grey T-Shirts,https://assets.myntassets.com/v1/images/style/properties/ee72992612c863eb745e67ffdfd710ce_images.jpg,FALSE
22392,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,ADIDAS Women Whalf Striper White Top,https://assets.myntassets.com/v1/images/style/properties/14a0d59953458f475aefe3feda05a59c_images.jpg,FALSE
23240,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Aneri Women Ashna Blue Kurta,https://assets.myntassets.com/v1/images/style/properties/fe55685f6ea6d6adffb2591f2c72135e_images.jpg,FALSE
31785,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,Lee Women Katie Navy Blue Top,https://assets.myntassets.com/v1/images/style/properties/440c755b5bf8e95bd75d3a8b511f96da_images.jpg,FALSE
17849,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Flying Machine Women This & That Grey Tshirt,https://assets.myntassets.com/v1/images/style/properties/6e945cb500ebcec2187d5289389062d4_images.jpg,FALSE
51452,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Tonga Women White & Pink Top,https://assets.myntassets.com/v1/images/style/properties/1cd4ff69be2545cf4bd12e62f3c68890_images.jpg,FALSE
28467,Women,Apparel,Topwear,Tshirts,Rust,Summer,2012,Casual,Urban Yoga Women Printed Rust T-shirt,https://assets.myntassets.com/v1/images/style/properties/8f19a26145719f3b827d29e1d82dc969_images.jpg,FALSE
39727,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Woman Blue Shirt,https://assets.myntassets.com/v1/images/style/properties/7de446d3e6ec4218c2a71e76aa91ce5a_images.jpg,FALSE
32599,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,ONLY Women Black Top,https://assets.myntassets.com/v1/images/style/properties/6a6896f41351e322a0beb82f444b0251_images.jpg,FALSE
39171,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Aneri Women Pink & White Kurta,https://assets.myntassets.com/v1/images/style/properties/cfdb8d86d2a58e31cf47ad9106a7cf27_images.jpg,FALSE
19576,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,United Colors of Benetton Women White Top,https://assets.myntassets.com/v1/images/style/properties/efa0a68179993f78b8b710b5e27f5554_images.jpg,FALSE
27279,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Mother Earth Women Blue Kurta,https://assets.myntassets.com/v1/images/style/properties/b11b94d5243d093905e5a5b20cfd4880_images.jpg,FALSE
6887,Women,Apparel,Topwear,Jackets,Blue,Summer,2011,Casual,Forever New Women Indigo Wash Blue Jacket,https://assets.myntassets.com/v1/images/style/properties/617c3ae8332e7ace12ceaa500bdeddec_images.jpg,FALSE
27877,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Scullers For Her Women Printed Navy Blue Shirt,https://assets.myntassets.com/v1/images/style/properties/06cc852ed1afab724ce3e88089a7e27f_images.jpg,FALSE
39185,Women,Apparel,Topwear,Kurtas,Khaki,Summer,2012,Ethnic,Aneri Women Khaki Kurta,https://assets.myntassets.com/v1/images/style/properties/2fb9b4426226b19e83c8363be89733e9_images.jpg,FALSE
52488,Women,Apparel,Innerwear,Camisoles,Red,Winter,2015,Casual,Red Rose Red Camisole,https://assets.myntassets.com/v1/images/style/properties/Red-Rose-Red-Bra_64099f0aef908cd3497d33ddb05c43b3_images.jpg,TRUE
59060,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Global Desi Women Multi Coloured Kurta,https://assets.myntassets.com/v1/images/style/properties/Global-Desi-Women-Red-Kurta_df19e6470157467637aa52222a974e2a_images.jpg,FALSE
4718,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Disney Kids Girl's Summer Fun Fair Yellow Teen Kidswear,https://assets.myntassets.com/v1/images/style/properties/1109685531795f17aca2acaba2ab39ad_images.jpg,FALSE
56814,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012,Ethnic,Aneri Women Multi Coloured Kurti,https://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Multi-Coloured-Tunic_394955836bc5b226b11e9dfcd559c900_images.jpg,FALSE
6873,Women,Apparel,Dress,Dresses,Black,Summer,2011,Casual,Forever New Women's Top Black Dress,https://assets.myntassets.com/v1/images/style/properties/e5da26ddf18c9b985c5609f0baca8048_images.jpg,FALSE
26951,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012,Casual,Jealous 21 Women Printed Teal T-shirt,https://assets.myntassets.com/v1/images/style/properties/8661e9c00b03eafaf8f718a1ed058c5c_images.jpg,FALSE
27883,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Scullers For Her Women Pink Shirt,https://assets.myntassets.com/v1/images/style/properties/678a1d2dfc786e7b0ed966a151d5ca92_images.jpg,FALSE
30834,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Kurta,https://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Blue-Kurta_d3a2356bf545c420dbe6870bc5834efc_images.jpg,FALSE
42428,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Aurelia Women Brown & Orange Kurta,https://assets.myntassets.com/v1/images/style/properties/2f660848a91c238cbaa44f9f01e65a26_images.jpg,FALSE
59636,Women,Apparel,Saree,Sarees,Sea Green,Fall,2012,Ethnic,FNF Sea Green Collection For Wedding Sari,https://assets.myntassets.com/v1/images/style/properties/FNF-Pink---Green-Collection-For-Wedding-Sari_3ca2c40f68f32302fcc91da027a5ec23_images.jpg,FALSE
59404,Women,Apparel,Topwear,Tops,Blue,Fall,2012,Casual,Tokyo Talkies Women Blue Top,https://assets.myntassets.com/v1/images/style/properties/Tokyo-Talkies-Women-Blue-Top_27a7cfa009105155b58792318967328c_images.jpg,FALSE
3965,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Jealous 21 Women White Sleeveless Top,https://assets.myntassets.com/v1/images/style/properties/a953166dfe7afbf8aafd557a1136dc46_images.jpg,FALSE
27848,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Scullers For Her Navy Blue T-shirt,https://assets.myntassets.com/v1/images/style/properties/Scullers-For-Her-Navy-Blue-T-shirt_56f07e32d99ec5e5474b65264e544103_images.jpg,FALSE
54586,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurta,https://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Green-Kurta_758e45b2970842513efaae8fdd8a4581_images.jpg,FALSE
43531,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,French Connection Women Off White Top,https://assets.myntassets.com/v1/images/style/properties/b8ce32e91586eb7d256b5da18a8fb5db_images.jpg,FALSE
46271,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,109F Blue A-Line Dress,https://assets.myntassets.com/v1/images/style/properties/54bf106056279c1e825094366347668d_images.jpg,FALSE
31323,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aurelia Women Printed Red Kurta,https://assets.myntassets.com/v1/images/style/properties/a2cce2bf1bf63a510e07a50022f9d2da_images.jpg,FALSE
57131,Women,Apparel,Topwear,Tops,Teal,Summer,2012,Casual,Elle Women Teal Top,https://assets.myntassets.com/v1/images/style/properties/Elle-Women-Olive-Blue-Top_cd646ee8c25d177b2b5e22791bca5ca8_images.jpg,FALSE
40186,Women,Apparel,Topwear,Kurtis,Black,Summer,2012,Ethnic,Mumbai Slang Women Pink & Black Kurti,https://assets.myntassets.com/v1/images/style/properties/08a4b6bd0ce8b50667afaaded56c4717_images.jpg,FALSE
59897,Women,Apparel,Dress,Dresses,Yellow,Fall,2012,Casual,Femella Women Yellow Dress,https://assets.myntassets.com/v1/images/style/properties/Femella-Women-Yellow-Dress_3d227e50c7848fd7a20a306189f9039b_images.jpg,FALSE
11724,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Lee Women Check Red Shirts,https://assets.myntassets.com/v1/images/style/properties/aa51b226cd0482361144698b06bb2ada_images.jpg,FALSE
20063,Women,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Muffler,https://assets.myntassets.com/v1/images/style/properties/ced627e0f9bf6a7499a80f9bb4d6957b_images.jpg,FALSE
52443,Women,Apparel,Loungewear and Nightwear,Nightdress,Green,Winter,2015,Casual,Red Rose White & Green Nightdress,https://assets.myntassets.com/v1/images/style/properties/Red-Rose-White---Green-Nightdress_b9ade01f805fa761f709eda9a04965b9_images.jpg,TRUE
25949,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Printed Brown Scarf,https://assets.myntassets.com/v1/images/style/properties/50d3500215aaa4bc0ecb0e73210164ac_images.jpg,FALSE
39718,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,Arrow Woman Beige Top,https://assets.myntassets.com/v1/images/style/properties/7c0191d27f3ddd42d63da600b164f551_images.jpg,FALSE
36750,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012,Casual,Little Miss Girls Chatterbox Navy Blue Dress,https://assets.myntassets.com/v1/images/style/properties/0d3b2725d327a275c52c6f999e3982eb_images.jpg,FALSE
34007,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Top,https://assets.myntassets.com/v1/images/style/properties/6e0a7cc4e1d472f99d820275fe5f7679_images.jpg,FALSE
28458,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Sports,Urban Yoga Women Blue Capris,https://assets.myntassets.com/v1/images/style/properties/2602e7d55d1b5f690c7baedfbc98a219_images.jpg,FALSE
7700,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Jealous 21 Women's All Girls Dying Jealousy Pink Top,https://assets.myntassets.com/v1/images/style/properties/fabf230ba43bdd949ef5b6f97c1d7bcf_images.jpg,FALSE
27410,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Multi,Summer,2018,Casual,Jockey Women Assorted Lounge Pants,https://assets.myntassets.com/assets/images/27410/2017/5/19/11495196866345-Jockey-Women-Black-Lounge-Pants-3791495196865830-1.jpg,TRUE
12531,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011,Casual,Puma Women Solid Pink Sweatshirts,https://assets.myntassets.com/v1/images/style/properties/7c6e7824bf89b87b28d1e400d6483590_images.jpg,FALSE
42241,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Sepia Women Purple Top,https://assets.myntassets.com/v1/images/style/properties/0c065355d66e08df89726a61a839a248_images.jpg,FALSE
59609,Women,Apparel,Saree,Sarees,Khaki,Fall,2012,Ethnic,FNF Khaki Collection for Wedding Sari,https://assets.myntassets.com/v1/images/style/properties/FNF-Khaki-Collection-for-Wedding-Sari_e65b3b145f4c03f0104f8bbe17eadbd3_images.jpg,FALSE
23044,Women,Apparel,Bottomwear,Leggings,Brown,Fall,2011,Casual,Arrow Woman Brown Jeggings,https://assets.myntassets.com/v1/images/style/properties/4e6ea0b454b89dda95e775e6008028ba_images.jpg,FALSE
51464,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual,Tonga Women Olive Top,https://assets.myntassets.com/v1/images/style/properties/bbfe4e065fd17070416c4abce9166f75_images.jpg,FALSE
6242,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Lee Women's Rihana Purple T-shirt,https://assets.myntassets.com/v1/images/style/properties/4ee9c897d673a21972f79ef041f6ec99_images.jpg,FALSE
54572,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Sushilas Women Multi Coloured Kurta,https://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Multi-Coloured-Kurta_42e5063146a229c86ceda2e3d374aa60_images.jpg,FALSE
46285,Women,Apparel,Dress,Dresses,Multi,Summer,2012,Casual,109F Women Multi Coloured Dress,https://assets.myntassets.com/v1/images/style/properties/f00a9de0191d5bdf9bd182eaf4298c72_images.jpg,FALSE
51232,Women,Apparel,Topwear,Kurtas,Green,Fall,2012,Ethnic,Satya Paul Women Green Printed Kaftan,https://assets.myntassets.com/v1/images/style/properties/Satya-Paul-Women-Green-Printed-Kaftan_ba137befb2f6471cac888b5144d0d8ef_images.jpg,FALSE
6070,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,UCB Women's Young Pigment Blue T-shirt,https://assets.myntassets.com/v1/images/style/properties/3d1229d4a695a5fa5da1233b3778f424_images.jpg,FALSE
26360,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Arrow Woman Grey T-shirt,https://assets.myntassets.com/v1/images/style/properties/2d5d6003f886ff36683e9f6a9bb9cda8_images.jpg,FALSE
12155,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011,Ethnic,Aurelia Women Solid Beige Leggings,https://assets.myntassets.com/v1/images/style/properties/cded5e2f6f4a18a4bd4d7e79566e7fa0_images.jpg,FALSE
3502,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,ADIDAS Women's Black T-shirt,https://assets.myntassets.com/v1/images/style/properties/bc3ca4fc5e033feb792aef87100f1a6d_images.jpg,FALSE
20097,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,https://assets.myntassets.com/v1/images/style/properties/243b1ab77ab749c1d00811bca9538e83_images.jpg,FALSE
15370,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011,Casual,Urban Yoga Women Solid Pink Sweatshirts,https://assets.myntassets.com/v1/images/style/properties/080c049630e5a1031def1f9733dd502a_images.jpg,FALSE
21145,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,s.Oliver Women Printed Black Shirt,https://assets.myntassets.com/v1/images/style/properties/9795ab6d300c035f12502e418a8522fe_images.jpg,FALSE
1609,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2010,Sports,Reebok Women Boat-Neck Wildberry Sweatshirt,https://assets.myntassets.com/v1/images/style/properties/7b661983ddd630db69f2847a53e25704_images.jpg,FALSE
59403,Women,Apparel,Topwear,Tshirts,White,Fall,2012,Casual,Tokyo Talkies Women White T-shirt,https://assets.myntassets.com/v1/images/style/properties/Tokyo-Talkies-Women-White-T-shirt_bf24debeba0c5e8aae5aa167e99b6443_images.jpg,FALSE
3962,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Jealous 21 Women Black Shimmery Falling Neck Top,https://assets.myntassets.com/v1/images/style/properties/ca1b177ef6a5b4c782933f43485d65fd_images.jpg,FALSE
59631,Women,Apparel,Saree,Sarees,Red,Fall,2012,Ethnic,FNF Red & Gold Collection for Wedding Sari,https://assets.myntassets.com/v1/images/style/properties/FNF-Red---Gold-Collection-for-Wedding-Sari_24130b6d7b9e32609c4be5b060b4b5a3_images.jpg,FALSE
26956,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top,https://assets.myntassets.com/v1/images/style/properties/d2b6b54a7cd3b96b0156d68d569e132f_images.jpg,FALSE
51038,Women,Apparel,Innerwear,Briefs,Lavender,Summer,2017,Casual,Enamor Women Lupine Coloured Briefs,https://assets.myntassets.com/v1/images/style/properties/a63ad80266ac893a5bc2845d19337892_images.jpg,TRUE
30833,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Beige Kurta,https://assets.myntassets.com/v1/images/style/properties/26f8e37ebf88c246d8944a72e3a222ff_images.jpg,FALSE
27884,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Scullers For Her Blue Shirt,https://assets.myntassets.com/v1/images/style/properties/f63c1e98ad0cf6533d898bd56a0ba417_images.jpg,FALSE
10408,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Tops,https://assets.myntassets.com/v1/images/style/properties/5dd9bc64a38b34742fd72c58798e2247_images.jpg,FALSE
39182,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic,Aneri Women Magenta & Black Kurta,https://assets.myntassets.com/v1/images/style/properties/d2b5a86359851e83772b927dbe10eb49_images.jpg,FALSE
41098,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,Allen Solly Woman Cream Top,https://assets.myntassets.com/v1/images/style/properties/b602d64d273c258df6c31fe99a558b86_images.jpg,FALSE
56813,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012,Ethnic,Aneri Women Multi Coloured Kurti,https://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Multi-Coloured-Tunic_3febbc419a53db8926590ff46b1cf5a2_images.jpg,FALSE
19585,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,United Colors of Benetton Women Solid Blue Top,https://assets.myntassets.com/v1/images/style/properties/6b19cdeff0503186eb050a54d215dfa6_images.jpg,FALSE
6874,Women,Apparel,Dress,Dresses,Pink,Summer,2011,Casual,Forever New Women Pink Sleeveless Dress,https://assets.myntassets.com/v1/images/style/properties/e08b8eda1d0c1b7819fc7c4359ca67d4_images.jpg,FALSE
27870,Women,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual,Scullers For Her Women White Striped Shirt,https://assets.myntassets.com/v1/images/style/properties/Scullers-For-Her-Women-White-Striped-Shirt_b4833b5129730298114c075d80980d96_images.jpg,FALSE
31129,Girls,Apparel,Dress,Dresses,Magenta,Summer,2012,Casual,Giny and Jony Girls Printed White & Pink Dress,https://assets.myntassets.com/v1/images/style/properties/3a4faa7c017c3ea1e8df9c887b929d50_images.jpg,FALSE
43509,Women,Apparel,Dress,Dresses,Grey Melange,Summer,2012,Casual,French Connection Women Grey Melange Dress,https://assets.myntassets.com/v1/images/style/properties/42670ddbde5e326bd690bfff34e8d26f_images.jpg,FALSE
39176,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aneri Women Purple Kurta,https://assets.myntassets.com/v1/images/style/properties/0b1ae91ba6743530bac766b3528a93a5_images.jpg,FALSE
6880,Women,Apparel,Topwear,Jackets,Black,Summer,2011,Casual,Forever New Women Long Black Jacket,https://assets.myntassets.com/v1/images/style/properties/dc32ed33c6d783860dc7b5e9f992c812_images.jpg,FALSE
41408,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Wrangler Women Red Stay Gold Tee Top,https://assets.myntassets.com/v1/images/style/properties/ea4809afbe525be87f964343d0d1f172_images.jpg,FALSE
33028,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Mother Earth Women Printed Blue Kurta,https://assets.myntassets.com/v1/images/style/properties/028da1ab4786b80337e1f1558dd5f8ee_images.jpg,FALSE
25971,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Femella Women Black Dress,https://assets.myntassets.com/v1/images/style/properties/bfb5912d10eccf37087a9689556e61e2_images.jpg,FALSE
2078,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,ADIDAS Women Fitted Black T-shirt,https://assets.myntassets.com/v1/images/style/properties/a929e1e10469c87a8336418c18e9bef8_images.jpg,FALSE
28460,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Sports,Urban Yoga Women Pink Shorts,https://assets.myntassets.com/v1/images/style/properties/44f0716e5b5d34fff6c4230113004cab_images.jpg,FALSE
27428,Women,Apparel,Topwear,Tshirts,Black,Fall,2015,Casual,Jockey Women Black V-neck T-Shirt,https://assets.myntassets.com/v1/images/style/properties/f4f1be177d017ef741aefbb48925e4b7_images.jpg,FALSE
39720,Women,Apparel,Dress,Jumpsuit,Olive,Summer,2012,Casual,Arrow Woman Olive Jumpsuit,https://assets.myntassets.com/v1/images/style/properties/5651b6552ebad20ca3ffda856fa18fb7_images.jpg,FALSE
12152,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011,Ethnic,Aurelia Women Printed Purple Kurti,https://assets.myntassets.com/v1/images/style/properties/9eaacd0aa86017881bd848e3d4a69294_images.jpg,FALSE
26367,Women,Apparel,Topwear,Shirts,Lavender,Summer,2012,,Arrow Woman Lavender Shirt,https://assets.myntassets.com/v1/images/style/properties/b6d14ed28d8e41421827515783d436c3_images.jpg,FALSE
4720,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Disney Kids Girl's Fun In The Fair Yellow Teen Kidswear,https://assets.myntassets.com/v1/images/style/properties/4c35804275294e78210e4dcf86686652_images.jpg,FALSE
21142,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,s.Oliver Women Grey Top,https://assets.myntassets.com/v1/images/style/properties/sOliver-Women-Grey-Top_3477f8f485347cbf1ba19b25db390062_images.jpg,FALSE
59058,Women,Apparel,Topwear,Kurtis,Black,Summer,2010,Ethnic,Global Desi Women Black Kurti,https://assets.myntassets.com/v1/images/style/properties/Global-Desi-Women-Black-Top_54ac890a62a23d4ff28366029ce8146a_images.jpg,FALSE
24602,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIba Women Blue Printed Kurta,https://assets.myntassets.com/v1/images/style/properties/e03f836f279344376ad1db43d82fd287_images.jpg,FALSE
53750,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012,Casual,ADIDAS Women Dark Grey Track Pant,https://assets.myntassets.com/v1/images/style/properties/Adidas-Women-Slate-Grey-Track-Pant_f9126f6fb330ebd5b24b7c3538cd6ac8_images.jpg,FALSE
26969,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Jealous 21 Women Printed White & Blue Top,https://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Printed-White---Blue-Top_ce439414864a7162f101726427b6b69d_images.jpg,FALSE
17612,Girls,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Doodle Cute Girls  Grey Tshirt,https://assets.myntassets.com/v1/images/style/properties/7fc0dc0e751be847d706620fdd3802f7_images.jpg,FALSE
27087,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Aneri Women Egyptian Black Kurta,https://assets.myntassets.com/v1/images/style/properties/74f32751e2ddcc6c2c8b46ecd76c76aa_images.jpg,FALSE
54575,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Sushilas Women Printed Maroon Kurta,https://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Rust-Kurta_01fd9cf6278e883ef9aad36238fb6d15_images.jpg,FALSE
56646,Women,Apparel,Topwear,Kurtis,White,Fall,2012,Ethnic,Mumbai Slang Women White Kurti,https://assets.myntassets.com/v1/images/style/properties/Mumbai-Slang-Women-White-Kurti_6f260a7c81c14e067479f02c50a7cabb_images.jpg,FALSE
10053,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Gini And Jony Vini Romper Pink T-Shirts,https://assets.myntassets.com/v1/images/style/properties/25e4db79314ebf7ae946ec496f7cced0_images.jpg,FALSE
23043,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2011,Casual,Arrow Woman Blue Jeggings,https://assets.myntassets.com/v1/images/style/properties/1acc1b11b50bed10cf53e95e5bfbc797_images.jpg,FALSE
51463,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Tonga Women Black Top,https://assets.myntassets.com/v1/images/style/properties/fddab3cb1b251675ffced97d0df3653d_images.jpg,FALSE
28699,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,W Women Printed  Light Pink Kurta,https://assets.myntassets.com/v1/images/style/properties/8c8f212316728e87ec8701a9f1f90452_images.jpg,FALSE
12536,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Women Solid Black Sweatshirts,https://assets.myntassets.com/v1/images/style/properties/ef46a6f9a20309220a353d51911931b1_images.jpg,FALSE
33225,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Sepia Women Pink Dress,https://assets.myntassets.com/v1/images/style/properties/c1a94e1415f58fc183bc9488bf692e5b_images.jpg,FALSE
58728,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Puma Women Pink T-shirt,https://assets.myntassets.com/v1/images/style/properties/Puma-Women-Pink-T-shirt_35327171229119b5b2a4efcb31517940_images.jpg,FALSE
34000,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Top,https://assets.myntassets.com/v1/images/style/properties/c3fab05d9c47f4f772da93244c86d57d_images.jpg,FALSE
7707,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Jealous 21 Women's Abbie Black Jegging,https://assets.myntassets.com/v1/images/style/properties/ab588b6d252f2a16ad9127e3cf705d3d_images.jpg,FALSE
51497,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Denizen Women Navy Blue Jeans,https://assets.myntassets.com/v1/images/style/properties/3c7ad6d772954b73d41681d934b07f70_images.jpg,FALSE
27417,Women,Apparel,Bottomwear,Capris,Blue,Winter,2015,Casual,Jockey Women Blue Relaxed Capris,https://assets.myntassets.com/assets/images/27417/2015/12/2/11449046896367-Jockey-Women-Blue-Relaxed-Capris-1011449046896116-1.jpg,FALSE
33017,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Mother Earth Women Striped Green Kurta,https://assets.myntassets.com/v1/images/style/properties/8a98e879b59cc0c49aed707975c5f145_images.jpg,FALSE
7151,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers For Her Women Rivited Check Black Shirts,https://assets.myntassets.com/v1/images/style/properties/23649aa8c80d9c0e7f111d4f51870c22_images.jpg,FALSE
46276,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,109F Women Cream Printed Top,https://assets.myntassets.com/v1/images/style/properties/5e0c64f90bfa041a4feadb0a3726b276_images.jpg,FALSE
6083,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Halftone Print Pink T-shirt,https://assets.myntassets.com/v1/images/style/properties/7af7a8dfe4a9bc18fb27b5994c7b9f8b_images.jpg,FALSE
31324,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurta,https://assets.myntassets.com/v1/images/style/properties/664f46a2b85add0ac8b3f83d91eaeea9_images.jpg,FALSE
57136,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,Elle Women Black Trousers,https://assets.myntassets.com/v1/images/style/properties/Elle-Women-Black-Trousers_70c834b2f56887df3ce0d292beb39fad_images.jpg,FALSE
39149,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aneri Women Red Kurtas,https://assets.myntassets.com/v1/images/style/properties/5053fe1317a71253442d25273590aaab_images.jpg,FALSE
20064,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler,https://assets.myntassets.com/v1/images/style/properties/7fffbab8406641531a9ae3e4446bc9fd_images.jpg,FALSE
